Oryza sativa japonica RAPDB, Os04t0630400-01, (RAP-DB) Os04g0630400; NAD(P)-binding domain containing protein.  [EC], ['EC:1.3.1.77'], KO:K08695
Oryza sativa japonica RAPDB, Os04t0630600-00, (RAP-DB) Os04g0630600; Similar to H0323C08.16 protein.  [EC], ['EC:1.3.1.77'], KO:K08695
Oryza sativa japonica RAPDB, Os04t0630900-01, (RAP-DB) Os04g0630900; Similar to H0105C05.3 protein.  [EC], ['EC:1.3.1.77'], KO:K08695
Oryza sativa japonica RAPDB, Os04t0630800-01, (RAP-DB) Os04g0630800; Similar to Anthocyanidin reductase.  [EC], ['EC:1.3.1.77'], KO:K08695
Oryza sativa japonica RAPDB, Os04t0631000-00, (RAP-DB) Os04g0631000; Similar to H0105C05.4 protein.  [EC], ['EC:1.3.1.77'], KO:K08695
Oryza sativa japonica RAPDB, Os03t0259400-00, (RAP-DB) Os03g0259400; Similar to Leucoanthocyanidin reductase (EC) (Leucocyanidin reductase).  [EC], ['EC:1.17.1.3', 'EC:1.17.1.3'], KO:K13081
Oryza sativa japonica RAPDB, Os12t0240900-00, (RAP-DB) Os12g0240900; Similar to Eugenol O-methyltransferase.  [EC], ['EC:2.1.1.232'], KO:K22440
Oryza sativa japonica RAPDB, Os02t0611800-01, (RAP-DB) Os02g0611800; Similar to Hydroxyanthranilate hydroxycinnamoyltransferase 3.  [EC], ['EC:2.3.1.133'], KO:K13065
Oryza sativa japonica RAPDB, Os04t0500700-01, (RAP-DB) Os04g0500700; Similar to Hydroxyanthranilate hydroxycinnamoyltransferase 3.  [EC], ['EC:2.3.1.133'], KO:K13065
Oryza sativa japonica RAPDB, Os06t0184900-01, (RAP-DB) Os06g0184900; Transferase family protein.  [EC], ['EC:2.3.1.133'], KO:K13065
Oryza sativa japonica RAPDB, Os05t0116800-00, (RAP-DB) Os05g0116800; Transferase domain containing protein.  [EC], ['EC:2.3.1.133'], KO:K13065
Oryza sativa japonica RAPDB, Os08t0543400-01, (RAP-DB) Os08g0543400; Transferase family protein.  [EC], ['EC:2.3.1.133'], KO:K13065
Oryza sativa japonica RAPDB, Os09t0422000-01, (RAP-DB) Os09g0422000; Transferase family protein.  [EC], ['EC:2.3.1.133'], KO:K13065
Oryza sativa japonica RAPDB, Os05t0494000-01, (RAP-DB) Os05g0494000; Similar to Cytochrome P450 98A1 (EC).  [EC], ['EC:1.14.-.-', 'EC:1.14.14.96'], KO:K09754
Oryza sativa japonica RAPDB, Os09t0481400-01, (RAP-DB) Os09g0481400; Similar to Caffeoyl-CoA O-methyltransferase (EC) (Trans-caffeoyl-CoA 3- O-methyltransferase) (CCoAMT) (CCoAOMT).  [EC], ['EC:2.1.1.104', 'EC:2.1.1.104'], KO:K00588
Oryza sativa japonica RAPDB, Os06t0165800-01, (RAP-DB) Os06g0165800; Similar to Caffeoyl-CoA 3-O-methyltransferase (Fragment).  [EC], ['EC:2.1.1.104'], KO:K00588
Oryza sativa japonica RAPDB, Os08t0498600-01, (RAP-DB) Os08g0498600; Similar to Caffeoyl-CoA 3-O-methyltransferase (Fragment).  [EC], ['EC:2.1.1.104'], KO:K00588
