Vitis vinifera, 100251425, stilbene synthase 1-like  [EC], ['EC:2.3.1.74'], KO:K00660
Vitis vinifera, 100253493, trans-cinnamate 4-monooxygenase-like  [EC], ['EC:1.14.14.91'], KO:K00487
Vitis vinifera, 100251539, cytochrome P450 CYP73A100  [EC], ['EC:1.14.14.91'], KO:K00487
Vitis vinifera, 100267215, cytochrome P450 CYP73A100  [EC], ['EC:1.14.14.91'], KO:K00487
Vitis vinifera, 100232999, F3'H; flavonoid 3' hydroxylase  [EC], ['EC:1.14.14.82'], KO:K05280
Vitis vinifera, 100263810, F3'H; flavonoid 3'-monooxygenase-like  [EC], ['EC:1.14.14.82'], KO:K05280
Vitis vinifera, 100233141, DFR; dihydroflavonol reductase  [EC], ['EC:1.1.1.219', 'EC:1.1.1.234'], KO:K13082
Vitis vinifera, 100259090, bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase  [EC], ['EC:1.1.1.219', 'EC:1.1.1.234'], KO:K13082
Vitis vinifera, 100267635, dihydroflavonol 4-reductase-like  [EC], ['EC:1.1.1.219', 'EC:1.1.1.234'], KO:K13082
Vitis vinifera, 100261319, F3'5'H; flavonoid 3'5' hydroxylase  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100248071, flavonoid 3',5'-hydroxylase 2  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100266025, flavonoid 3',5'-hydroxylase 2  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100251607, flavonoid 3',5'-hydroxylase 2  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100246462, flavonoid 3',5'-hydroxylase 2  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100852531, flavonoid 3',5'-hydroxylase 2-like  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100243414, flavonoid 3',5'-hydroxylase 2-like  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100256733, flavonoid 3',5'-hydroxylase 2  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 104877273, VvF3'5'h; flavonoid 3',5'-hydroxylase 2-like  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100267840, flavonoid 3',5'-hydroxylase 2-like  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100242945, flavonoid 3',5'-hydroxylase 2-like  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100232896, F3'5'H; flavonoid-3,5'-hydroxylase  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100247021, flavonoid 3',5'-hydroxylase 2  [EC], ['EC:1.14.14.81'], KO:K13083
Vitis vinifera, 100233142, LDOX; leucoanthocyanidin dioxygenase  [EC], ['EC:1.14.20.4'], KO:K05277
Vitis vinifera, 100232982, LAR1; leucoanthocyanidin reductase 1  [EC], ['EC:1.17.1.3'], KO:K13081
Vitis vinifera, 100233112, LAR2; leucoanthocyanidin reductase 2  [EC], ['EC:1.17.1.3'], KO:K13081
Vitis vinifera, 100244875, flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase  [EC], ['EC:2.4.1.236'], KO:K13080
Vitis vinifera, 100243118, UDP-glycosyltransferase 88F5  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100853970, UDP-glycosyltransferase 88F5-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100854078, UDP-glycosyltransferase 88F4-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100249918, UDP-glycosyltransferase 88F3-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100264736, UDP-glycosyltransferase 88A1-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100853698, UDP-glycosyltransferase 88F5-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100247599, UDP-glycosyltransferase 88F3  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100249347, UDP-glycosyltransferase 88F5-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100854044, UDP-glycosyltransferase 88F5-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100264754, anthocyanidin 5,3-O-glucosyltransferase-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100254461, UDP-glycosyltransferase 88F5-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100265364, UDP-glycosyltransferase 88F4-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100259577, UDP-glycosyltransferase 88F5-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100265418, UDP-glycosyltransferase 88F4-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100247819, anthocyanidin 5,3-O-glucosyltransferase-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100854186, phloretin 2'-O-glucosyltransferase-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 104882785, UDP-glycosyltransferase 88F5-like  [EC], ['EC:2.4.1.357'], KO:K22845
Vitis vinifera, 100265530, shikimate O-hydroxycinnamoyltransferase  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100255964, brassinosteroid-related acyltransferase 1-like  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100254574, vinorine synthase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100246835, spermidine hydroxycinnamoyl transferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100253912, spermidine hydroxycinnamoyl transferase  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100251863, spermidine hydroxycinnamoyl transferase  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100250237, shikimate O-hydroxycinnamoyltransferase  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100258760, spermidine hydroxycinnamoyl transferase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 104878534, vinorine synthase-like  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100249378, omega-hydroxypalmitate O-feruloyl transferase  [EC], ['EC:2.3.1.133'], KO:K13065
Vitis vinifera, 100263633, cytochrome P450 98A2  [EC], ['EC:1.14.14.96'], KO:K09754
Vitis vinifera, 100243978, caffeoyl-CoA O-methyltransferase  [EC], ['EC:2.1.1.104'], KO:K00588
Vitis vinifera, 100233087, CCOAMT; caffeoyl-CoA O-methyltransferase  [EC], ['EC:2.1.1.104'], KO:K00588
Vitis vinifera, 100262946, probable caffeoyl-CoA O-methyltransferase At4g26220  [EC], ['EC:2.1.1.104'], KO:K00588
Vitis vinifera, 100266060, probable caffeoyl-CoA O-methyltransferase At4g26220  [EC], ['EC:2.1.1.104'], KO:K00588
Vitis vinifera, 100268094, probable caffeoyl-CoA O-methyltransferase At4g26220  [EC], ['EC:2.1.1.104'], KO:K00588
